model_id,data_source_id,qom_cost_function,qom_base_cost,resource_cost_function,resource_base_cost,cost_quantity_quality,cost_context
leak_case1,water_leak_01,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.32,2.99
leak_case1,water_leak_02,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.44,2.99
leak_case1,water_leak_03,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.29,2.99
leak_case1,water_leak_04,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.36,2.99
leak_case1,water_leak_05,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.25,2.99
leak_case1,water_leak_06,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.26,2.99
leak_case1,water_leak_07,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.30,2.99
leak_case1,water_leak_08,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.28,2.99
leak_case1,water_leak_09,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.28,2.99
leak_case1,water_leak_10,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.26,2.99
leak_case1,water_leak_tester,qom_cost_by_train_performance,"{\"performance\":0}",resource_cost_by_cpu_mem,"{\"by_minute\":0, \"cpu\": 0, \"memory\": 0}", 0, 0
leak_case2,water_leak_01,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.32,2.99
leak_case2,water_leak_02,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.44,2.99
leak_case2,water_leak_03,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.29,2.99
leak_case2,water_leak_04,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.36,2.99
leak_case2,water_leak_05,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.25,2.99
leak_case2,water_leak_06,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.26,2.99
leak_case2,water_leak_07,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",14.30,2.99
leak_case2,water_leak_08,qom_cost_by_train_performance,"{\"performance\":9.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",11.72,2.99
leak_case2,water_leak_09,qom_cost_by_train_performance,"{\"performance\":9.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",9.66.,2.99
leak_case2,water_leak_10,qom_cost_by_train_performance,"{\"performance\":9.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",9.88,2.99
leak_case2,water_leak_tester,qom_cost_by_train_performance,"{\"performance\":0}",resource_cost_by_cpu_mem,"{\"by_minute\":0, \"cpu\": 0, \"memory\": 0}",0,0
leak_case3,water_leak_01,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",9.76,2.99
leak_case3,water_leak_02,qom_cost_by_train_performance,"{\"performance\":24.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",11.59,2.99
leak_case3,water_leak_03,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",9.88,2.99
leak_case3,water_leak_04,qom_cost_by_train_performance,"{\"performance\":24.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",11.71,2.99
leak_case3,water_leak_05,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",9.8,2.99
leak_case3,water_leak_06,qom_cost_by_train_performance,"{\"performance\":29.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",10.64,2.99
leak_case3,water_leak_07,qom_cost_by_train_performance,"{\"performance\":19.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",9.8,2.99
leak_case3,water_leak_08,qom_cost_by_train_performance,"{\"performance\":9.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",9.74,2.99
leak_case3,water_leak_09,qom_cost_by_train_performance,"{\"performance\":9.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",9.66,2.99
leak_case3,water_leak_10,qom_cost_by_train_performance,"{\"performance\":9.9}",resource_cost_by_cpu_mem,"{\"by_minute\":0.01, \"cpu\": 0.01, \"memory\": 0.001}",9.88,2.99
leak_case3,water_leak_tester,qom_cost_by_train_performance,"{\"performance\":0}",resource_cost_by_cpu_mem,"{\"by_minute\":0, \"cpu\": 0, \"memory\": 0}",0,0
