topology,target,BC1,BC2,BC3,BC4,BC5,BC6,P2.csv0,P2.csv1,P2.csvmean,P2.csvstd,time,P1.csv0,P1.csv1,P1.csvmean,P1.csvstd,A2.csv0,A2.csv1,A2.csvmean,A2.csvstd,H2.csv0,H2.csv1,H2.csvmean,H2.csvstd,N_H2.csv0,N_H2.csv1,A1.csv0,A1.csv1,A1.csvmean,A1.csvstd,H1.csv0,H1.csv1,H1.csvmean,H1.csvstd,N_H1.csv0,N_H1.csv1
1,1,0,0,0,0,1,0,17.939515892173734,27.20805296997572,22.57378443107473,151.46898713558255,15.0,-32.893811988807705,42.311578699508445,4.70888335535038,3414.365747852541,0.0002483467779593,0.0002349894528656,0.0002416681154125,0.001733091506954,0.0011906478881835,-0.0005247833251953,0.0003329322814941,0.0766494664222423,-6.4996337890625e-05,-6.6485595703125e-05,0.0001486977928125,0.0001312264533593,0.0001399621230859,0.0136307494978772,0.0026022506713867,-0.0003995300292968,0.0011013603210449,0.1495585035054552,0.0007784561157226,0.0008790634155273
1,1,0,0,0,0,1,0,-25.230510714934123,17.939515892173734,-3.645497411380197,173.95571330960723,12.0,38.24653841728035,-32.893811988807705,2.676363214236329,3460.9499557870336,0.000196204970975,0.0002483467779593,0.0002222758744671,0.0016169215098199,-0.0005588272094726,0.0011906478881835,0.0003159103393554,0.0939832375247077,-6.897125244140625e-05,-6.4996337890625e-05,0.000116823330875,0.0001486977928125,0.0001327605618437,0.0140448731438384,-0.0009509811401367,0.0026022506713867,0.000825634765625,0.179071507511236,0.0008770797729492,0.0007784561157226
1,1,0,0,1,0,0,0,-71.51750219506269,79.99020373992757,4.236350772432442,181.16965187402005,22.0,58.58018252618656,-361.3121906161975,-151.36600404500547,4455.755816845185,0.0001446312791031,0.0002678283432,0.0002062298111515,0.0015446865165257,0.0007534271240234,0.0007453948974609,0.0007494110107421,0.1557730135086885,,,0.000147637607875,0.0001678501190234,0.0001577438634492,0.0010654908457979,0.0024400619506835,0.0033362335205078,0.0028881477355957,0.3633462623244718,,
1,1,1,0,0,0,0,0,-1.0678765711442657,70.61618092873631,34.77415217879603,194.1634807022634,12.0,108.62157596304898,-5.341388291565375,51.640093835741816,2817.5297831069875,0.0001985540182187,0.0001575267865593,0.000178040402389,0.0011929672082006,0.0003123336791992,0.00022958984375,0.0002709617614746,0.0792187733468283,-6.897125244140625e-05,-6.4996337890625e-05,0.0001309603524296,9.3828537921875e-05,0.0001123944451757,0.0059372860589489,0.0014947326660156,0.0002455810546875,0.0008701568603515,0.1658445826919027,0.0008770797729492,0.0007784561157226
1,1,0,0,0,1,0,0,,,,,7.0,,,,,,,,,-0.0004793395996093,0.0003621322631835,-5.860366821289063e-05,0.0755609862202023,-6.99554443359375e-05,-6.200408935546876e-05,,,,,-0.0003116455078125,0.0022727127075195,0.0009805335998535,0.1607277515064875,0.0008707092285156,0.0007967712402343
1,1,0,0,0,0,0,1,,,,,22.0,,,,,,,,,0.0017649444580078,-0.001889598083496,-6.232681274414062e-05,0.4073855616314628,,,,,,,-0.0063004760742187,0.0042199554443359,-0.0010402603149414,0.3450339636339141,,
0,1,0,1,0,0,0,0,12.467032340445732,52.35206593871959,32.40954913958266,181.55960759088237,15.0,8.612447862972466,12.080863306960785,10.346655584966626,1814.360655507734,0.0003486989176718,0.0003483255345156,0.0003485122260937,0.0019961147553463,-1.09039306640625e-05,0.001658137512207,0.0008236167907714,0.1409368753531014,-6.4996337890625e-05,-6.6485595703125e-05,0.0001529537092578,0.0001397143156953,0.0001463340124765,0.001156922928746,0.0012224700927734,0.0007694946289062,0.0009959823608398,0.1498398708902072,0.0007784561157226,0.0008790634155273
1,1,0,0,1,0,0,0,18.417923506862675,-7.59985471973811,5.409034393562284,145.45718107189967,12.0,524.2642638307304,-357.461081067452,83.40159138163924,4325.706545734082,0.0002491763202312,0.0002139163925562,0.0002315463563937,0.001581329322925,-0.0007520889282226,-0.0014301895141601,-0.0010911392211914,0.1248280870669849,,,0.0001347054927265,0.0001605763616484,0.0001476409271875,0.0010096717900765,0.0014988418579101,-0.0018529403686523,-0.000177049255371,0.2809707174254932,,
0,1,0,1,0,0,0,0,59.21013466519936,-69.1547155224143,-4.972290428607481,163.82702494012818,5.0,10.630940682361857,11.483386664500358,11.057163673431107,1811.3562613006848,0.0003456106123437,0.0003418478287343,0.000343729220539,0.0020003715045311,-0.002645149230957,0.0016218566894531,-0.0005116462707519,0.2029065785758984,-6.224365234375e-05,-6.99554443359375e-05,0.0001617982000156,0.0001578731955781,0.0001598356977968,0.0011652863073849,0.0016900848388671,0.0009484481811523,0.0013192665100097,0.1803103964845147,0.0008027877807617,0.0008707092285156
0,1,1,0,0,0,0,0,78.03355539962409,15.440235737363984,46.73689556849404,245.73683549090276,12.0,6.865660376063548,9.009455353454737,7.93755786475914,822.3722309628356,0.0012095213515312,0.0011271754037343,0.0011683483776328,0.0019935320599153,0.0019956680297851,0.0001071395874023,0.0010514038085937,0.3199893562733717,-6.897125244140625e-05,-6.4996337890625e-05,0.00035363225575,0.0003618201210468,0.0003577261883984,0.0005556399558839,-0.0004662811279296,0.0004793380737304,6.528472900390625e-06,0.2102148911352307,0.0008770797729492,0.0007784561157226
