topology,target,BC1,BC2,BC3,BC4,BC5,BC6,P2.csv0,P2.csv1,P2.csvmean,P2.csvstd,time,P1.csv0,P1.csv1,P1.csvmean,P1.csvstd,A2.csv0,A2.csv1,A2.csvmean,A2.csvstd,H2.csv0,H2.csv1,H2.csvmean,H2.csvstd,N_H2.csv0,N_H2.csv1,A1.csv0,A1.csv1,A1.csvmean,A1.csvstd,H1.csv0,H1.csv1,H1.csvmean,H1.csvstd,N_H1.csv0,N_H1.csv1
0,4,0,0,0,1,0,0,,,,,15.0,,,,,,,,,0.0008073425292968,0.0003364959716796,0.0005719192504882,0.055769460341219,-6.4996337890625e-05,-6.6485595703125e-05,,,,,-0.0002396118164062,0.0013464248657226,0.0005534065246582,0.1250763760464682,0.0007784561157226,0.0008790634155273
0,4,1,0,0,0,0,0,-11.073636145406123,95.818428825447,42.37239634002044,171.4948675219347,20.0,32.67734733607897,-20.038403148906266,6.319472093586358,2905.098040311032,-0.0002267055265,-0.0001291896446249,-0.0001779475855625,0.001565503533379,-0.0025022552490234,0.0029387664794921,0.0002182556152343,0.1387773448612627,-6.8499755859375e-05,-6.411285400390625e-05,-0.0002656650933906,-0.0001719380064765,-0.0002188015499335,0.0047837482492816,0.0022706024169921,-0.0013532531738281,0.000458674621582,0.1542567384346621,0.0008030654907226,0.000850862121582
1,4,0,1,0,0,0,0,96.68634127552691,-30.2489569228305,33.21869217634819,206.3490710970829,22.0,-36.50432177101269,68.59234835500651,16.044013291996908,3946.8955908973135,0.0001444682871812,0.0003269862895125,0.0002357272883468,0.0026328357306094,4.375152587890625e-05,-0.0010896667480468,-0.0005229576110839,0.1357382394384,-6.411285400390625e-05,-7.018585205078126e-05,0.0001768037400859,0.0001613599425312,0.0001690818413085,0.0134778410590931,0.0012697769165039,-0.0010090240478515,0.0001303764343261,0.288680140703965,0.000850862121582,0.0008039321899414
1,4,0,0,0,1,0,0,,,,,25.0,,,,,,,,,0.000331672668457,-0.0002740478515625,2.8812408447265625e-05,0.1244092669624927,-7.018585205078126e-05,-6.6796875e-05,,,,,0.0013702880859375,6.026153564453125e-05,0.000715274810791,0.2693190200570607,0.0008039321899414,0.0008683990478515
1,4,0,0,0,0,0,1,,,,,17.0,,,,,,,,,-0.0012901901245117,0.0016996658325195,0.0002047378540039,0.1258060962166721,,,,,,,-0.0023016967773437,0.004785627746582,0.0012419654846191,0.2661071635035597,,
0,4,0,0,1,0,0,0,5.294136405768219,-21.82844386918439,-8.267153731708088,152.77495017916775,0.0,-103.14761611289735,-13.129594979105237,-58.1386055460013,3858.965844596108,0.0003171088685937,0.0003366938087499,0.0003269013386718,0.0017105488081521,0.0009629776000976,-0.0002956680297851,0.0003336547851562,0.0655551809201033,,,0.0002079257582421,0.0002687829752187,0.0002383543667304,0.0018052735052639,-0.0005254211425781,0.0006947982788085,8.468856811523438e-05,0.1264025439423442,,
0,4,0,0,0,0,0,1,,,,,17.0,,,,,,,,,0.0006121795654296,-0.0005490509033203,3.15643310546875e-05,0.0537463658284537,,,,,,,1.605682373046875e-05,0.0017704727172851,0.0008932647705078,0.1238381839310126,,
0,4,0,0,1,0,0,0,30.98321859509772,48.19301199997306,39.58811529753539,171.1771793021244,22.0,-68.58406550033916,82.09391314567613,6.754923822668481,3884.62183590783,0.0002789349390937,0.0003182495835468,0.0002985922613203,0.0017426675076135,-0.0006445358276367,0.0002472900390625,-0.0001986228942871,0.0497898951248191,,,0.0002279546806953,0.0002272559192031,0.0002276052999492,0.0017588060640652,0.0007280120849609,0.0011144638061523,0.0009212379455566,0.1108400450293229,,
1,4,0,1,0,0,0,0,35.228101073211455,-38.621598762811466,-1.6967488448000076,243.0190395410125,10.0,-40.83971879562628,17.06229368561083,-11.88871255500773,4009.667350709861,0.0001398968590125,0.0002329362734187,0.0001864165662156,0.0028812328863099,0.0011007568359375,-0.0005831329345703,0.0002588119506835,0.09979037091176,-6.200408935546876e-05,-6.897125244140625e-05,0.0001652569176015,0.0001545401322968,0.0001598985249492,0.0135999854230132,0.0021476425170898,-7.21435546875e-05,0.0010377494812011,0.2118509498728898,0.0007967712402343,0.0008770797729492
1,4,0,0,1,0,0,0,-58.60080364257072,-15.390172552715264,-36.995488097643,146.51533582436943,0.0,17.41609410535697,-106.65487871474464,-44.61939230469384,4488.440800701848,0.0001999414222531,7.851157311562499e-05,0.0001392264976843,0.0018448229195268,-0.0006283264160156,0.0019153244018554,0.0006434989929199,0.1509820273614148,,,0.0001232932773671,0.0001496799257656,0.0001364866015664,0.0010129584971928,-0.0004780090332031,0.0050387969970703,0.0022803939819335,0.3267034637079211,,
1,4,0,1,0,0,0,0,-38.621598762811466,21.33097894667886,-8.645309908066299,186.58623026091004,12.0,17.06229368561083,-34.5566615737502,-8.747183944069672,4026.405654630146,0.0002329362734187,0.0003101797730312,0.000271558023225,0.0029848096205991,-0.0005831329345703,0.0002051574707031,-0.0001889877319335,0.106484591310883,-6.897125244140625e-05,-6.4996337890625e-05,0.0001545401322968,0.0001613517635546,0.0001579459479257,0.0134999124117049,-7.21435546875e-05,0.0016294494628906,0.0007786529541015,0.2287019375291521,0.0008770797729492,0.0007784561157226
1,4,0,0,1,0,0,0,-45.4640435767495,45.9946434735367,0.2652999483935973,170.29020711085033,7.0,-177.93377320948488,-327.3474665026489,-252.64061985606688,4473.876273556939,-2.444704429375e-05,0.0002517951187249,0.0001136740372156,0.0024567343084313,-0.0001970520019531,-0.0003094848632812,-0.0002532684326171,0.1391692971653393,,,0.0001466186752265,0.0001632829421406,0.0001549508086835,0.0010154435127969,0.0006724456787109,-0.0001564636230468,0.000257991027832,0.3018127641901314,,
1,4,1,0,0,0,0,0,66.585979727875,-36.13469770032866,15.225641013773169,155.4385721868211,10.0,71.95657030792327,43.31108937239421,57.633829840158754,3413.416388034582,0.0001508760907937,0.0001704622716406,0.0001606691812171,0.002401750191343,0.0005850692749023,-0.0002021224975585,0.0001914733886718,0.1369835222189216,-6.200408935546876e-05,-6.897125244140625e-05,0.000104035223875,0.0001406393113984,0.0001223372676367,0.005329014550416,0.002282649230957,0.0008498809814453,0.0015662651062011,0.2947552518218914,0.0007967712402343,0.0008770797729492
1,4,0,0,0,0,1,0,-227.88685924570964,-138.85243987986104,-183.36964956278536,213.36683449448017,25.0,-446.34367054358745,-218.46597180955675,-332.4048211765721,4149.22463792469,0.0002937268254562,0.000193789598025,0.0002437582117406,0.002816694178817,-0.0038919616699218,0.0011898498535156,-0.0013510559082031,0.2708623084773063,-7.018585205078126e-05,-6.6796875e-05,0.0001866376798203,0.000146514831625,0.0001665762557226,0.0008733969664682,0.0019338272094726,0.0017264175415039,0.0018301223754882,0.2992481223394675,0.0008039321899414,0.0008683990478515
0,4,0,0,0,0,1,0,9.603186223239549,-27.706129455283687,-9.051471616022072,149.80168693699673,5.0,-49.17276901273428,-9.493210508380532,-29.332989760557407,4177.215326572535,0.0003439712416718,0.0002734570513281,0.0003087141465,0.0025260852940767,-0.0004523742675781,-2.27752685546875e-05,-0.0002375747680664,0.0526246474485118,-6.224365234375e-05,-6.99554443359375e-05,0.0002403611176015,0.0002596536524765,0.000250007385039,0.0112542750436072,0.0011800491333007,0.0006765411376953,0.000928295135498,0.1208197580299743,0.0008027877807617,0.0008707092285156
0,4,0,1,0,0,0,0,15.650134442190735,0.4444562520823438,8.04729534713654,141.91678243214207,7.0,67.51969484219374,-17.89518412906628,24.812255356563725,3255.4817689237257,0.0002797650925312,0.0002154622072656,0.0002476136498984,0.0026484628547017,-0.0009234222412109,4.742889404296875e-05,-0.0004379966735839,0.1260575854812272,-6.99554443359375e-05,-6.200408935546876e-05,6.597299567187501e-05,7.7987208359375e-05,7.198010201562499e-05,0.0096955567278919,0.001686474609375,0.0011602249145507,0.0014233497619628,0.1583959171481241,0.0008707092285156,0.0007967712402343
0,4,0,0,0,1,0,0,,,,,10.0,,,,,,,,,-0.0005425628662109,-0.0007085830688476,-0.0006255729675292,0.0561432013560802,-6.200408935546876e-05,-6.897125244140625e-05,,,,,0.0014943374633789,0.0013562622070312,0.001425299835205,0.1147478258213739,0.0007967712402343,0.0008770797729492
0,4,0,1,0,0,0,0,66.08156553264412,31.11873155529216,48.60014854396814,237.94781619745405,17.0,-19.257556026950688,22.93367245120578,1.8380582121275475,3212.1187505276403,0.0002122538973593,0.0002011446592968,0.0002066992783281,0.0025506656208604,0.0004751800537109,0.0013058563232421,0.0008905181884765,0.0976793135585806,-6.6485595703125e-05,-6.8499755859375e-05,0.0001177914350546,9.6756817140625e-05,0.0001072741260976,0.009767342487608,0.0006627471923828,-0.0004517349243164,0.0001055061340332,0.1506015091228234,0.0008790634155273,0.0008030654907226
0,4,0,0,1,0,0,0,-15.964387035528436,26.13640545781117,5.0860092111413655,209.3826441089385,17.0,21.997938594471453,34.17693644451903,28.08743751949524,3850.554291428759,0.0002752477274218,0.0003609158826562,0.000318081805039,0.001782888472174,-0.0007443572998046,0.0005960906982421,-7.413330078125e-05,0.051491693536012,,,0.0001852108261562,0.0001940082147187,0.0001896095204375,0.0018362703176282,0.0004358078002929,0.0003740966796875,0.0004049522399902,0.1232872429339866,,
0,4,1,0,0,0,0,0,8.3320732168185,-11.073636145406123,-1.3707814642938092,167.93878953936868,17.0,40.1256085229192,32.67734733607897,36.40147792949908,2928.2231044270043,-0.0002529354827656,-0.0002267055265,-0.0002398205046328,0.0016287390414203,-0.0016276763916015,-0.0025022552490234,-0.0020649658203125,0.1569308255618877,-6.6485595703125e-05,-6.8499755859375e-05,-0.000303304755914,-0.0002656650933906,-0.0002844849246523,0.004743229581782,0.0022687118530273,0.0022706024169921,0.0022696571350097,0.1717219660667883,0.0008790634155273,0.0008030654907226
1,4,1,0,0,0,0,0,18.961956608437514,49.61390734336741,34.28793197590246,239.0615729901409,25.0,-34.530703874415686,65.08588392322729,15.2775900244058,3289.57971234635,2.5709828828125e-05,0.0004989623743031,0.0002623361015656,0.0025120589224901,0.0002587326049804,0.0018890319824218,0.0010738822937011,0.1597841424656297,-7.018585205078126e-05,-6.6796875e-05,0.0001224868915546,0.0001137770574374,0.000118131974496,0.0054730767005274,0.0013391311645507,0.003635823059082,0.0024874771118164,0.341008351535355,0.0008039321899414,0.0008683990478515
0,4,0,1,0,0,0,0,-62.6197086216457,51.60121469006909,-5.509246965788304,181.412534852349,22.0,-10.943076943531704,91.91050227165104,40.48371266405969,3175.205525957673,0.0002043750467031,0.000196228404625,0.000200301725664,0.0025567455184857,-0.0007674728393554,-0.0011919845581054,-0.0009797286987304,0.1287919574582386,-6.411285400390625e-05,-7.018585205078126e-05,0.0001918950971093,5.29494172734375e-05,0.0001224222571914,0.0096934820981445,0.0017192306518554,0.0018213424682617,0.0017702865600585,0.1744940782203987,0.000850862121582,0.0008039321899414
0,4,1,0,0,0,0,0,-49.69157611992614,11.251220276822202,-19.22017792155197,126.79521016354752,0.0,99.22143003652364,-27.98765970808448,35.616885164219575,2901.996849135799,-0.0018824650329062,-0.0012410503070156,-0.0015617576699609,0.0016724451017202,0.0008775680541992,-0.0029237701416015,-0.0010231010437011,0.1507658810487806,-6.3958740234375e-05,-7.163238525390625e-05,-0.0013161181949453,-0.0010006285960312,-0.0011583733954882,0.0046886919799768,-0.0005817993164062,0.0038001403808593,0.0016091705322265,0.162268783588744,0.0008265228271484,0.000853562927246
0,4,0,0,0,0,1,0,-200.75069697016872,-138.39801715062598,-169.57435706039732,187.89835599730213,22.0,-457.4216218108685,292.42001364375017,-82.5008040835592,4342.634811856407,0.0003822801267656,0.00030640654275,0.0003443433347578,0.0016990081700305,0.002797525024414,-0.002966259765625,-8.436737060546875e-05,0.3575679199517841,-6.411285400390625e-05,-7.018585205078126e-05,0.0002290791554453,0.0002930792785156,0.0002610792169804,0.0025435530284022,0.0026241744995117,0.0027792709350585,0.0027017227172851,0.3155355007813746,0.000850862121582,0.0008039321899414
0,4,0,0,1,0,0,0,48.19301199997306,-31.29500345673309,8.449004271619986,155.53572283513046,25.0,82.09391314567613,-0.6863051836971245,40.7038039809895,3946.6098034416887,0.0003182495835468,0.0002820285042968,0.0003001390439218,0.001810424309968,0.0002472900390625,-0.0003886734008789,-7.069168090820313e-05,0.0383761741751077,,,0.0002272559192031,0.0002094279904609,0.000218341954832,0.0018043676043942,0.0011144638061523,0.0011354202270507,0.0011249420166015,0.1150248610577883,,
0,4,0,0,0,0,0,1,,,,,15.0,,,,,,,,,-0.0007456787109375,0.0006121795654296,-6.674957275390625e-05,0.0525254427514832,,,,,,,0.0014510910034179,1.605682373046875e-05,0.0007335739135742,0.1320381391796933,,
1,4,0,0,0,0,1,0,67.84437248180531,797.6502993871404,432.74733593447263,3170.656145138751,17.0,44.03015701276228,64.83650558836271,54.43333130056249,4121.282304868115,6.7859954484375e-05,-0.0002056101790218,-6.887511226875005e-05,0.0033171349671839,-0.000815185546875,0.000311360168457,-0.0002519126892089,0.1010222492410955,-6.6485595703125e-05,-6.8499755859375e-05,0.0001062483769687,0.0001126505048125,0.0001094494408906,0.0142301602092749,0.0004312286376953,0.002442951965332,0.0014370903015136,0.224086315876208,0.0008790634155273,0.0008030654907226
1,4,0,0,0,0,1,0,797.6502993871404,-405.3816932455954,196.13430307077252,3203.8096313263,20.0,64.83650558836271,855.7175415636318,460.2770235759973,4897.033879275968,-0.0002056101790218,0.0007310571701593,0.0002627234955687,0.0034241428913027,0.000311360168457,0.0009268127441406,0.0006190864562988,0.3438985807972817,-6.8499755859375e-05,-6.411285400390625e-05,0.0001126505048125,9.28905347421875e-05,0.0001027705197773,0.0119102441791218,0.002442951965332,-0.0055001388549804,-0.0015285934448242,0.3863832767922276,0.0008030654907226,0.000850862121582
1,4,1,0,0,0,0,0,-9.991822034003263,85.85704293182917,37.93261044891295,166.08892181523666,0.0,13.345314676743172,49.12928205145486,31.23729836409901,3485.3805384635425,0.0004420568735562,-0.0001352305661937,0.0001534131536812,0.0027980753313158,0.0018209869384765,-0.0021343368530273,-0.0001566749572753,0.1427793615304012,-6.3958740234375e-05,-7.163238525390625e-05,0.0001968229651796,0.0001148204882265,0.0001558217267031,0.0053851293375614,0.0049144866943359,-0.0029827743530273,0.0009658561706542,0.3037849069932333,0.0008265228271484,0.000853562927246
0,4,1,0,0,0,0,0,11.251220276822202,-71.63431826581929,-30.191548994498547,192.27765923666544,2.0,-27.98765970808448,19.873668720266952,-4.056995493908768,2990.2752693749967,-0.0012410503070156,-0.0009289744729843,-0.00108501239,0.0016268546350127,-0.0029237701416015,0.0021643508911132,-0.0003797096252441,0.2019462063278101,-7.163238525390625e-05,-6.224365234375e-05,-0.0010006285960312,-0.0007585939176796,-0.0008796112568554,0.0047084231367717,0.0038001403808593,-0.0014893035888671,0.001155418395996,0.1986211199445404,0.000853562927246,0.0008027877807617
0,4,0,0,0,0,0,1,,,,,12.0,,,,,,,,,-5.839080810546875e-05,-0.0007456787109375,-0.0004020347595214,0.0614849320960252,,,,,,,0.0006722412109375,0.0014510910034179,0.0010616661071777,0.1408446948044394,,
1,4,0,0,0,1,0,0,,,,,10.0,,,,,,,,,-0.0007527709960937,6.16363525390625e-05,-0.0003455673217773,0.136599848877725,-6.200408935546876e-05,-6.897125244140625e-05,,,,,-7.959442138671876e-05,0.0006909561157226,0.0003056808471679,0.2903491511593561,0.0007967712402343,0.0008770797729492
1,4,0,1,0,0,0,0,20.58825617581356,-14.633788177197813,2.977233999307871,205.1834514581752,5.0,-0.365365023288641,45.21169979767647,22.423167387193917,3976.008790006309,0.0005308104539062,-5.8936515478125e-05,0.000235936969214,0.0033481124379071,0.0008647155761718,-0.0001423904418945,0.0003611625671386,0.1114051896716916,-6.224365234375e-05,-6.99554443359375e-05,0.0001704844243515,0.0001585977377734,0.0001645410810625,0.0136458309305944,0.0016985794067382,0.0014966079711914,0.0015975936889648,0.2413120525182281,0.0008027877807617,0.0008707092285156
0,4,0,0,0,1,0,0,,,,,7.0,,,,,,,,,-0.0002592742919921,-0.0005425628662109,-0.0004009185791015,0.0623223804073281,-6.99554443359375e-05,-6.200408935546876e-05,,,,,0.0010003005981445,0.0014943374633789,0.0012473190307617,0.1265331211209086,0.0008707092285156,0.0007967712402343
1,4,0,0,0,0,0,1,,,,,10.0,,,,,,,,,0.001206541442871,-0.0005663803100585,0.0003200805664062,0.1215480640387503,,,,,,,0.0024671081542968,0.000466111755371,0.0014666099548339,0.258906490682148,,
1,4,0,0,1,0,0,0,-44.963064999329,39.46023550005905,-2.7514147496349737,207.69395309038765,17.0,-438.5696278243619,-352.09025070442755,-395.32993926439474,4578.946327526753,0.0003814586190312,0.0002726953657812,0.0003270769924062,0.0022221660128564,0.0006680252075195,0.0006865921020507,0.0006773086547851,0.0896276864637582,,,0.0001402869074765,0.0001457718477578,0.0001430293776171,0.0010183460891124,0.0029461349487304,0.0020044189453125,0.0024752769470214,0.1965050221368454,,
0,4,1,0,0,0,0,0,-4.191427116198687,31.317160931121453,13.56286690746138,169.4785474429525,10.0,19.797828714141065,25.524947229792893,22.661387971966978,3035.115044543349,-0.0005401660259531,-0.0003817676348281,-0.0004609668303906,0.0014898517528991,0.0006943664550781,-0.0005448104858398,7.477798461914062e-05,0.138168669680974,-6.200408935546876e-05,-6.897125244140625e-05,-0.0004989991907031,-0.0003835880070781,-0.0004412935988906,0.0047907358098318,0.0006656463623046,0.0008919143676757,0.0007787803649902,0.1608407776712374,0.0007967712402343,0.0008770797729492
0,4,0,0,0,1,0,0,,,,,2.0,,,,,,,,,-0.0008943161010742,0.001299104309082,0.0002023941040039,0.0551358163981451,-7.163238525390625e-05,-6.224365234375e-05,,,,,0.0005322525024414,0.0001219863891601,0.0003271194458007,0.120560127259981,0.000853562927246,0.0008027877807617
1,4,0,0,0,1,0,0,,,,,5.0,,,,,,,,,-0.0019017669677734,0.0005975143432617,-0.0006521263122558,0.1223540818596465,-6.224365234375e-05,-6.99554443359375e-05,,,,,-0.0033205596923828,0.0016402679443359,-0.0008401458740234,0.2641290780271064,0.0008027877807617,0.0008707092285156
1,4,0,1,0,0,0,0,81.589335515812,-17.7620644346995,31.913635540556264,195.60443618796893,0.0,-67.67467118512063,68.98343024800046,0.6543795314398986,4005.003933863576,0.0002631669212312,0.0002603075426375,0.0002617372319343,0.0027711365560045,-0.0004513061523437,-0.0014619659423828,-0.0009566360473632,0.1046996693448649,-6.3958740234375e-05,-7.163238525390625e-05,0.0001437539412812,0.000123566554789,0.0001336602480351,0.0134135401906008,0.0006726318359375,-0.0010948440551757,-0.0002111061096191,0.2253393635171754,0.0008265228271484,0.000853562927246
1,4,0,0,1,0,0,0,-15.390172552715264,57.21315856163724,20.91149300446099,150.98522028483978,2.0,-106.65487871474464,-38.77890774242158,-72.71689322858313,4584.030120563002,7.851157311562499e-05,0.0003231207211531,0.0002008161471343,0.0018538987578498,0.0019153244018554,-0.0013716491699218,0.0002718376159667,0.1608838413626492,,,0.0001496799257656,0.000109475349414,0.0001295776375898,0.001045378526307,0.0050387969970703,-0.0014148361206054,0.0018119804382324,0.3506409939867883,,
1,4,0,0,0,1,0,0,,,,,0.0,,,,,,,,,-0.0001109619140625,0.001483056640625,0.0006860473632812,0.1206322916796831,-6.3958740234375e-05,-7.163238525390625e-05,,,,,0.0013971405029296,0.004543391418457,0.0029702659606933,0.2562622412548702,0.0008265228271484,0.000853562927246
